1	6	78	20.3125	29.25	1-12 3-13 11-12 3-13 11-13 7-13 1-12 10-11 9-10 8-9 7-8 6-7 5-6 4-5 2-3 1-2 11-13 7-13 10-11 9-10 7-13 11-13 3-13 10-11 5-6 4-5 7-13 11-13 3-13 9-10 8-9 7-8 6-7 5-6 4-5 3-4 7-13 3-13 10-11 9-10 8-9 7-8 4-5 11-13 1-12 11-13 7-13 3-13 10-11 9-10 8-9 7-8 6-7 5-6 4-5 3-4 2-3 7-13 11-13 3-13 10-11 9-10 8-9 7-8 6-7 5-6 4-5 2-3 7-13 11-13 3-13 10-11 9-10 8-9 7-8 6-7 5-6 3-4 7-13 11-13 3-13 10-11 9-10 8-9 7-8 6-7 4-5 3-4 2-3 7-13 3-13 10-11 9-10 5-6 4-5 3-4 2-3 7-13 11-13 3-13 10-11 9-10 8-9 6-7 5-6 4-5 3-4 2-3 7-13 11-13 10-11 9-10 7-8 6-7 5-6 7-13 11-13 3-13 10-11 8-9 7-8 6-7 5-6 4-5 3-4 2-3 7-13 11-13 3-13 9-10 8-9 7-8 6-7 5-6 4-5 3-4 2-3 7-13 11-13 10-11 6-7 5-6 4-5 3-4 2-3 7-13 3-13 10-11 9-10 8-9 7-8 6-7 5-6 4-5 3-4 2-3 11-13 3-13 10-11 9-10 8-9 2-3 1-12 11-13 7-13 3-13 1-12 10-11 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 7-13 11-13 3-13 1-12 10-11 9-10 8-9 7-8 6-7 5-6 2-3 1-2 7-13 11-13 3-13 1-12 10-11 9-10 8-9 7-8 6-7 3-4 2-3 1-2 7-13 11-13 3-13 1-12 10-11 9-10 8-9 6-7 5-6 3-4 2-3 1-2 7-13 11-13 3-13 1-12 10-11 9-10 7-8 6-7 5-6 3-4 2-3 1-2 7-13 11-13 3-13 1-12 10-11 8-9 7-8 3-4 2-3 1-2 7-13 11-13 3-13 1-12 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 5-6 4-5 7-13 11-13 3-13 10-11 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 7-13 3-13 8-9 7-8 4-5 11-13 3-13 1-12 10-11 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 7-13 3-13 1-12 10-11 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 11-13 7-13 3-13 1-12 10-11 9-10 8-9 7-8 6-7 4-5 3-4 2-3 1-2 7-13 3-13 1-12 10-11 9-10 4-5 3-4 2-3 1-2 7-13 11-13 3-13 1-12 10-11 9-10 8-9 6-7 4-5 3-4 2-3 1-2 7-13 11-13 3-13 1-12 10-11 9-10 7-8 4-5 3-4 2-3 1-2 7-13 11-13 3-13 1-12 10-11 8-9 7-8 6-7 4-5 3-4 2-3 1-2 9-10 8-9 7-8 7-13 11-13 3-13 10-11 9-10 8-9 7-8 6-7 4-5 3-4 7-13 11-13 6-7 5-6 11-13 3-13 1-12 10-11 9-10 8-9 7-8 6-7 4-5 3-4 2-3 1-2 7-13 3-13 1-12 10-11 9-10 8-9 7-8 6-7 4-5 3-4 2-3 1-2 11-13 3-13 1-12 10-11 9-10 4-5 3-4 7-13 11-13 3-13 1-12 10-11 8-9 7-8 4-5 3-4 7-13 11-13 3-13 1-12 9-10 8-9 7-8 4-5 3-4 10-11 9-10 8-9 7-13 7-13 3-13 1-12 10-11 9-10 8-9 7-8 4-5 3-4 11-13 7-13 3-13 1-12 10-11 9-10 8-9 6-7 5-6 4-5 3-4 2-3 1-2 7-13 1-12 10-11 9-10 7-13 11-13 3-13 1-12 10-11 6-7 5-6 10-11 9-10 7-13 11-13 1-12 10-11 9-10 6-7 11-13 3-13 1-12 10-11 9-10 8-9 6-7 5-6 4-5 3-4 2-3 1-2 7-13 3-13 9-10 8-9 7-8 4-5 11-13 7-13 3-13 1-12 10-11 9-10 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 11-13 3-13 1-12 10-11 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 11-13 3-13 10-11 9-10 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 11-13 1-12 10-11 9-10 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 3-13 9-10 8-9 7-8 5-6 4-5 3-4 2-3 11-13 7-13 3-13 1-12 10-11 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 3-13 1-12 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 11-13 3-13 1-12 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 11-13 10-11 8-9 7-8 6-7 5-6 11-13 7-13 1-12 8-9 7-8 6-7 5-6 7-13 1-12 8-9 7-8 6-7 5-6 11-13 7-13 3-13 10-11 9-10 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 11-13 10-11 6-7 5-6 4-5 3-4 2-3 1-2 11-13 3-13 10-11 9-10 8-9 2-3 1-2 7-13 3-13 10-11 9-10 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 3-13 11-13 1-12 10-11 9-10 8-9 2-3 1-2 3-13 7-13 1-12 10-11 9-10 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 11-13 7-13 1-12 10-11 6-7 5-6 4-5 3-4 2-3 1-2 1-12 11-13 11-12 10-11 9-10 4-5 3-4 11-13 7-13 1-12 11-12 10-11 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 7-13 8-9 7-8 6-7 5-6 7-13 11-13 1-12 11-12 10-11 9-10 8-9 7-8 6-7 3-4 2-3 1-2 7-13 11-13 1-12 11-12 10-11 9-10 7-8 6-7 5-6 3-4 2-3 1-2 7-13 11-13 1-12 11-12 10-11 8-9 7-8 3-4 2-3 1-2 7-13 3-13 8-9 7-8 6-7 5-6 4-5 3-4 2-3 11-13 1-12 11-12 10-11 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 7-13 1-12 11-12 10-11 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 11-13 7-13 1-12 11-12 10-11 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 11-13 1-12 11-12 10-11 8-9 7-8 6-7 4-5 3-4 2-3 1-2 7-13 1-12 11-12 10-11 4-5 3-4 7-13 11-13 11-12 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 11-13 1-12 11-12 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 1-12 7-13 11-12 10-11 9-10 8-9 7-8 1-12 11-13 7-13 11-12 10-11 9-10 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 7-8 6-7 5-6 3-13 11-13 7-13 11-12 10-11 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 11-13 7-13 11-12 10-11 9-10 8-9 7-8 7-13 11-13 11-12 10-11 9-10 7-8 6-7 5-6 7-13 11-13 3-13 11-12 8-9 7-8 6-7 5-6 4-5 3-4 2-3 11-13 3-13 11-12 10-11 9-10 4-5 3-4 7-13 11-13 3-13 11-12 8-9 7-8 6-7 4-5 3-4 11-13 7-13 3-13 11-12 10-11 9-10 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 11-12 10-11 9-10 11-13 7-13 11-12 8-9 7-8 6-7 5-6 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 
1	6	78	20.3125	29.25	1-12 3-13 11-12 3-13 11-13 7-13 1-12 10-11 9-10 8-9 7-8 6-7 5-6 4-5 2-3 1-2 11-13 7-13 10-11 9-10 7-13 11-13 3-13 10-11 5-6 4-5 7-13 11-13 3-13 9-10 8-9 7-8 6-7 5-6 4-5 3-4 7-13 3-13 10-11 9-10 8-9 7-8 4-5 11-13 1-12 11-13 7-13 3-13 10-11 9-10 8-9 7-8 6-7 5-6 4-5 3-4 2-3 7-13 11-13 3-13 10-11 9-10 8-9 7-8 6-7 5-6 4-5 2-3 7-13 11-13 3-13 10-11 9-10 8-9 7-8 6-7 5-6 3-4 7-13 11-13 3-13 10-11 9-10 8-9 7-8 6-7 4-5 3-4 2-3 7-13 3-13 10-11 9-10 5-6 4-5 3-4 2-3 7-13 11-13 3-13 10-11 9-10 8-9 6-7 5-6 4-5 3-4 2-3 7-13 11-13 10-11 9-10 7-8 6-7 5-6 7-13 11-13 3-13 10-11 8-9 7-8 6-7 5-6 4-5 3-4 2-3 7-13 11-13 3-13 9-10 8-9 7-8 6-7 5-6 4-5 3-4 2-3 7-13 11-13 10-11 6-7 5-6 4-5 3-4 2-3 7-13 3-13 10-11 9-10 8-9 7-8 6-7 5-6 4-5 3-4 2-3 11-13 3-13 10-11 9-10 8-9 2-3 1-12 11-13 7-13 3-13 1-12 10-11 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 7-13 11-13 3-13 1-12 10-11 9-10 8-9 7-8 6-7 5-6 2-3 1-2 7-13 11-13 3-13 1-12 10-11 9-10 8-9 7-8 6-7 3-4 2-3 1-2 7-13 11-13 3-13 1-12 10-11 9-10 8-9 6-7 5-6 3-4 2-3 1-2 7-13 11-13 3-13 1-12 10-11 9-10 7-8 6-7 5-6 3-4 2-3 1-2 7-13 11-13 3-13 1-12 10-11 8-9 7-8 3-4 2-3 1-2 7-13 11-13 3-13 1-12 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 5-6 4-5 7-13 11-13 3-13 10-11 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 7-13 3-13 8-9 7-8 4-5 11-13 3-13 1-12 10-11 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 7-13 3-13 1-12 10-11 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 11-13 7-13 3-13 1-12 10-11 9-10 8-9 7-8 6-7 4-5 3-4 2-3 1-2 7-13 3-13 1-12 10-11 9-10 4-5 3-4 2-3 1-2 7-13 11-13 3-13 1-12 10-11 9-10 8-9 6-7 4-5 3-4 2-3 1-2 7-13 11-13 3-13 1-12 10-11 9-10 7-8 4-5 3-4 2-3 1-2 7-13 11-13 3-13 1-12 10-11 8-9 7-8 6-7 4-5 3-4 2-3 1-2 9-10 8-9 7-8 7-13 11-13 3-13 10-11 9-10 8-9 7-8 6-7 4-5 3-4 7-13 11-13 6-7 5-6 11-13 3-13 1-12 10-11 9-10 8-9 7-8 6-7 4-5 3-4 2-3 1-2 7-13 3-13 1-12 10-11 9-10 8-9 7-8 6-7 4-5 3-4 2-3 1-2 11-13 3-13 1-12 10-11 9-10 4-5 3-4 7-13 11-13 3-13 1-12 10-11 8-9 7-8 4-5 3-4 7-13 11-13 3-13 1-12 9-10 8-9 7-8 4-5 3-4 10-11 9-10 8-9 7-13 7-13 3-13 1-12 10-11 9-10 8-9 7-8 4-5 3-4 11-13 7-13 3-13 1-12 10-11 9-10 8-9 6-7 5-6 4-5 3-4 2-3 1-2 7-13 1-12 10-11 9-10 7-13 11-13 3-13 1-12 10-11 6-7 5-6 10-11 9-10 7-13 11-13 1-12 10-11 9-10 6-7 11-13 3-13 1-12 10-11 9-10 8-9 6-7 5-6 4-5 3-4 2-3 1-2 7-13 3-13 9-10 8-9 7-8 4-5 11-13 7-13 3-13 1-12 10-11 9-10 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 11-13 3-13 1-12 10-11 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 11-13 3-13 10-11 9-10 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 11-13 1-12 10-11 9-10 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 3-13 9-10 8-9 7-8 5-6 4-5 3-4 2-3 11-13 7-13 3-13 1-12 10-11 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 3-13 1-12 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 11-13 3-13 1-12 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 11-13 10-11 8-9 7-8 6-7 5-6 11-13 7-13 1-12 8-9 7-8 6-7 5-6 7-13 1-12 8-9 7-8 6-7 5-6 11-13 7-13 3-13 10-11 9-10 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 11-13 10-11 6-7 5-6 4-5 3-4 2-3 1-2 11-13 3-13 10-11 9-10 8-9 2-3 1-2 7-13 3-13 10-11 9-10 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 3-13 11-13 1-12 10-11 9-10 8-9 2-3 1-2 3-13 7-13 1-12 10-11 9-10 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 11-13 7-13 1-12 10-11 6-7 5-6 4-5 3-4 2-3 1-2 1-12 11-13 11-12 10-11 9-10 4-5 3-4 11-13 7-13 1-12 11-12 10-11 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 7-13 8-9 7-8 6-7 5-6 7-13 11-13 1-12 11-12 10-11 9-10 8-9 7-8 6-7 3-4 2-3 1-2 7-13 11-13 1-12 11-12 10-11 9-10 7-8 6-7 5-6 3-4 2-3 1-2 7-13 11-13 1-12 11-12 10-11 8-9 7-8 3-4 2-3 1-2 7-13 3-13 8-9 7-8 6-7 5-6 4-5 3-4 2-3 11-13 1-12 11-12 10-11 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 7-13 1-12 11-12 10-11 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 11-13 7-13 1-12 11-12 10-11 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 11-13 1-12 11-12 10-11 8-9 7-8 6-7 4-5 3-4 2-3 1-2 7-13 1-12 11-12 10-11 4-5 3-4 7-13 11-13 11-12 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 11-13 1-12 11-12 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 1-12 7-13 11-12 10-11 9-10 8-9 7-8 1-12 11-13 7-13 11-12 10-11 9-10 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 7-8 6-7 5-6 3-13 11-13 7-13 11-12 10-11 9-10 8-9 7-8 6-7 5-6 3-4 2-3 1-2 11-13 7-13 11-12 10-11 9-10 8-9 7-8 7-13 11-13 11-12 10-11 9-10 7-8 6-7 5-6 7-13 11-13 3-13 11-12 8-9 7-8 6-7 5-6 4-5 3-4 2-3 11-13 3-13 11-12 10-11 9-10 4-5 3-4 7-13 11-13 3-13 11-12 8-9 7-8 6-7 4-5 3-4 11-13 7-13 3-13 11-12 10-11 9-10 7-8 6-7 5-6 4-5 3-4 2-3 1-2 7-13 11-12 10-11 9-10 11-13 7-13 11-12 8-9 7-8 6-7 5-6 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 
2	6	78	20.3125	29.25	11-12 2-3 1-1 1-1 
3	11	143	21.4844	32.625	11-12 2-3 1-12 1-1 1-1 1-1 
4	17	221	22.4609	36	11-12 2-3 1-12 1-12 1-1 1-1 
5	7	91	24.2188	40.5	11-12 2-3 11-13 1-1 1-1 
6	7	91	24.2188	40.5	11-12 2-3 7-13 1-1 1-1 
7	7	91	24.2188	40.5	11-12 2-3 10-11 1-1 1-1 
8	7	91	24.2188	40.5	11-12 2-3 9-10 1-1 1-1 
9	7	91	24.6094	41.625	11-12 1-2 11-13 1-1 1-1 
