1	6	60	15.625	22.5	9-10 1-10 3-8 8-9 1-10 3-8 9-10 7-8 6-7 2-3 1-2 3-8 7-8 6-7 2-3 1-10 3-8 1-10 9-10 3-8 1-10 9-10 7-8 5-6 4-5 3-4 2-3 1-2 3-8 1-10 9-10 4-5 3-4 9-10 3-8 7-8 6-7 2-3 1-2 3-8 1-10 7-8 6-7 2-3 1-2 1-10 9-10 5-6 4-5 3-4 9-10 9-10 3-8 8-9 7-8 6-7 5-6 3-8 9-10 8-9 3-8 9-10 8-9 7-8 5-6 4-5 3-4 2-3 1-2 3-8 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 1-10 3-8 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 3-8 8-9 7-8 6-7 5-6 3-8 1-10 8-9 7-8 6-7 3-8 1-10 8-9 4-5 3-4 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 
1	6	60	15.625	22.5	9-10 1-10 3-8 8-9 1-10 3-8 9-10 7-8 6-7 2-3 1-2 3-8 7-8 6-7 2-3 1-10 3-8 1-10 9-10 3-8 1-10 9-10 7-8 5-6 4-5 3-4 2-3 1-2 3-8 1-10 9-10 4-5 3-4 9-10 3-8 7-8 6-7 2-3 1-2 3-8 1-10 7-8 6-7 2-3 1-2 1-10 9-10 5-6 4-5 3-4 9-10 9-10 3-8 8-9 7-8 6-7 5-6 3-8 9-10 8-9 3-8 9-10 8-9 7-8 5-6 4-5 3-4 2-3 1-2 3-8 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 1-10 3-8 8-9 7-8 6-7 5-6 4-5 3-4 2-3 1-2 3-8 8-9 7-8 6-7 5-6 3-8 1-10 8-9 7-8 6-7 3-8 1-10 8-9 4-5 3-4 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 1-1 
2	6	60	15.625	22.5	9-10 2-3 1-1 1-1 
3	6	60	15.625	22.5	1-10 8-9 1-1 1-1 
4	6	60	15.625	22.5	9-10 1-2 1-1 1-1 
5	6	60	15.625	22.5	8-9 1-10 1-1 1-1 
6	6	60	15.625	22.5	8-9 2-3 1-1 1-1 
7	6	60	15.625	22.5	8-9 1-2 1-1 1-1 
8	11	110	16.4062	24.75	8-9 1-10 9-10 1-1 1-1 
9	11	110	16.4062	24.75	1-10 9-10 8-9 1-1 1-1 
10	11	110	16.4062	24.75	9-10 9-10 1-2 1-1 1-1 
11	11	110	16.7969	25.875	8-9 1-2 1-10 1-1 1-1 1-1 
12	11	110	16.7969	25.875	9-10 1-10 2-3 1-1 1-1 1-1 
13	11	110	17.1875	27	8-9 2-3 1-10 1-1 1-1 
14	11	110	17.1875	27	8-9 2-3 9-10 1-1 1-1 1-1 
15	17	170	17.7734	29.25	8-9 1-2 1-10 9-10 1-1 1-1 
16	17	170	17.7734	29.25	9-10 1-10 9-10 2-3 1-1 1-1 
17	7	70	17.9688	29.25	8-9 2-3 3-8 1-1 1-1 
18	7	70	18.3594	30.375	9-10 3-8 2-3 1-1 1-1 
19	7	70	18.3594	30.375	8-9 1-2 3-8 1-1 1-1 
20	7	70	18.3594	30.375	9-10 7-8 2-3 1-1 1-1 
21	7	70	18.3594	30.375	8-9 1-2 7-8 1-1 1-1 
22	7	70	18.3594	30.375	9-10 6-7 2-3 1-1 1-1 
